state,county,date,sex,age,caseState,count
9,9177,53,1,3,0,3
9,9177,53,0,3,0,5
9,9177,53,1,4,0,1
9,9177,53,0,4,0,1
9,9177,53,1,5,0,1
9,9177,53,0,5,0,1
9,9178,53,0,0,0,1
9,9178,53,1,1,0,1
9,9178,53,1,2,0,3
9,9178,53,0,2,0,2
9,9178,53,1,3,0,13
9,9178,53,0,3,0,11
9,9178,53,1,4,0,1
9,9178,53,1,4,1,1
9,9178,53,1,4,0,4
9,9178,53,0,4,0,5
9,9178,53,1,5,0,1
9,9178,53,0,5,0,1
9,9179,53,1,2,0,3
9,9179,53,1,3,0,6
9,9179,53,0,3,0,3
9,9179,53,1,4,0,1
9,9179,53,1,4,1,1
9,9179,53,1,4,0,1
9,9179,53,0,4,0,1
9,9179,53,1,5,0,1
9,9180,53,0,2,0,2
9,9180,53,1,3,0,3
9,9180,53,0,3,0,2
9,9181,53,1,0,0,1
9,9181,53,0,0,0,1
9,9181,53,0,2,0,4
9,9181,53,1,3,0,4
9,9181,53,0,3,0,5
9,9181,53,1,4,0,4
9,9181,53,0,4,0,1
9,9182,53,1,1,0,1
9,9182,53,0,1,0,1
9,9182,53,1,2,0,3
9,9182,53,0,2,0,7
9,9182,53,1,3,0,17
9,9182,53,0,3,0,9
9,9182,53,1,4,0,5
9,9182,53,0,4,0,4
9,9183,53,1,1,0,1
9,9183,53,0,1,0,1
9,9183,53,1,2,0,3
9,9183,53,0,2,0,2
9,9183,53,1,3,0,4
9,9183,53,0,4,0,2
9,9183,53,1,5,0,1
9,9183,53,0,5,0,2
9,9184,53,0,1,0,1
9,9184,53,1,2,0,4
9,9184,53,0,2,0,4
9,9184,53,1,3,0,12
9,9184,53,0,3,0,8
9,9184,53,1,4,0,4
9,9184,53,0,4,0,2
9,9184,53,0,5,0,1
9,9184,53,0,5,1,1
9,9185,53,1,2,0,1
9,9185,53,0,3,0,4
9,9186,53,1,3,0,2
9,9186,53,0,4,0,1
9,9187,53,1,2,0,2
9,9187,53,0,2,0,1
9,9187,53,1,3,0,8
9,9187,53,0,3,0,2
9,9187,53,1,4,0,1
9,9187,53,0,4,0,2
9,9188,53,1,1,0,1
9,9188,53,1,2,0,2
9,9188,53,1,3,0,7
9,9188,53,0,3,0,1
9,9188,53,0,4,0,1
9,9188,53,0,5,0,1
9,9188,53,0,5,1,1
9,9189,53,1,2,0,4
9,9189,53,0,2,0,2
9,9189,53,1,3,0,3
9,9189,53,1,4,0,2
9,9189,53,0,4,0,1
9,9189,53,1,5,0,1
9,9190,53,1,2,0,4
9,9190,53,0,2,0,2
9,9190,53,1,3,0,6
9,9190,53,0,3,0,6
9,9190,53,1,4,0,2
9,9190,53,0,4,0,2
9,9261,53,0,0,0,1
9,9261,53,1,3,0,1
9,9261,53,1,4,0,1
9,9261,53,1,4,1,1
9,9261,53,0,4,0,1
9,9262,53,1,2,0,1
9,9262,53,1,3,0,3
9,9262,53,0,3,0,2
9,9262,53,1,4,0,2
9,9263,53,1,3,0,2
9,9263,53,0,3,0,7
9,9263,53,0,4,0,1
9,9263,53,1,5,0,1
9,9263,53,1,5,1,1
9,9271,53,0,2,0,1
9,9271,53,1,3,0,1
9,9271,53,0,3,0,1
9,9271,53,1,4,0,2
9,9271,53,1,5,0,1
9,9273,53,1,2,0,3
9,9273,53,0,2,0,3
9,9273,53,0,3,0,3
9,9273,53,1,4,0,4
9,9273,53,0,4,0,1
9,9274,53,1,1,0,1
9,9274,53,1,2,0,1
9,9274,53,1,3,0,5
9,9274,53,0,3,0,6
9,9274,53,1,4,0,6
9,9274,53,0,4,0,4
9,9274,53,0,5,0,1
9,9275,53,1,2,0,2
9,9275,53,0,2,0,1
9,9275,53,1,3,0,2
9,9275,53,1,4,0,2
9,9275,53,0,4,0,2
9,9275,53,1,5,0,1
9,9276,53,0,3,0,1
9,9277,53,1,2,0,1
9,9277,53,1,3,0,2
9,9277,53,0,3,0,5
9,9277,53,1,4,0,1
9,9277,53,0,4,0,1
9,9277,53,0,5,0,1
9,9278,53,1,1,0,1
9,9278,53,1,2,0,1
9,9278,53,1,3,0,5
9,9278,53,0,3,0,1
9,9279,53,0,2,0,2
9,9279,53,1,3,0,1
9,9279,53,0,3,0,2
9,9279,53,0,5,0,1
9,9361,53,1,2,0,1
9,9361,53,0,2,0,1
9,9362,53,1,2,0,2
9,9362,53,0,2,0,4
9,9362,53,1,3,0,2
9,9362,53,0,4,0,1
9,9363,53,1,2,0,1
9,9363,53,1,3,0,1
9,9363,53,0,3,0,3
9,9363,53,1,4,0,2
9,9363,53,1,5,0,1
9,9363,53,1,5,1,1
9,9363,53,0,5,0,1
9,9371,53,0,1,0,1
9,9371,53,1,2,0,1
9,9371,53,0,2,0,1
9,9371,53,1,3,0,1
9,9371,53,0,3,0,2
9,9372,53,1,2,0,2
9,9372,53,0,2,0,2
9,9372,53,1,3,0,2
9,9372,53,0,3,0,3
9,9372,53,0,4,0,1
9,9372,53,0,5,0,1
9,9373,53,1,2,0,1
9,9373,53,1,3,0,1
9,9373,53,1,4,0,1
9,9374,53,1,2,0,2
9,9374,53,0,2,0,2
9,9374,53,1,3,0,4
9,9374,53,0,3,0,3
9,9374,53,1,4,0,2
9,9374,53,0,4,0,2
9,9375,53,1,2,0,1
9,9375,53,0,2,0,2
9,9375,53,1,3,0,3
9,9375,53,0,3,0,5
9,9375,53,0,4,0,1
9,9377,53,1,1,0,2
9,9377,53,0,1,0,4
9,9377,53,1,2,0,5
9,9377,53,0,2,0,7
9,9377,53,1,3,0,6
9,9377,53,0,3,0,13
9,9377,53,1,4,0,7
9,9377,53,1,4,0,3
9,9377,53,1,4,1,3
9,9377,53,0,4,0,9
9,9377,53,0,4,0,1
9,9377,53,0,4,1,1
9,9377,53,1,5,0,4
9,9377,53,1,5,0,1
9,9377,53,1,5,1,1
9,9377,53,0,5,0,1
9,9377,53,0,5,1,1
9,9377,53,0,5,0,5
9,9461,53,1,3,0,3
9,9462,53,1,2,0,2
9,9463,53,0,2,0,1
9,9463,53,1,3,0,1
9,9463,53,0,3,0,1
9,9464,53,1,3,0,1
9,9471,53,0,2,0,2
9,9471,53,1,3,0,1
9,9471,53,0,3,0,1
9,9472,53,1,2,0,1
9,9472,53,1,3,0,2
9,9472,53,0,3,0,2
9,9472,53,1,4,0,1
9,9472,53,1,4,1,1
9,9473,53,1,2,0,1
9,9473,53,0,3,0,1
9,9474,53,1,4,0,3
9,9475,53,0,3,0,1
9,9475,53,0,4,0,1
9,9475,53,0,5,0,1
9,9477,53,0,1,0,1
9,9477,53,1,2,0,2
9,9477,53,0,2,0,1
9,9477,53,0,3,0,2
9,9477,53,1,4,0,1
9,9478,53,1,2,0,2
9,9478,53,0,2,0,2
9,9478,53,1,3,0,4
9,9478,53,0,3,0,3
9,9478,53,1,4,0,1
9,9478,53,0,4,0,1
9,9479,53,1,2,0,2
9,9479,53,1,3,0,5
9,9479,53,0,3,0,6
9,9479,53,1,4,0,7
9,9479,53,0,4,0,3
9,9479,53,0,5,0,1
9,9562,53,1,3,0,2
9,9563,53,0,2,0,1
9,9563,53,0,3,0,1
9,9563,53,1,4,0,1
9,9564,53,1,2,0,8
9,9564,53,0,2,0,5
9,9564,53,1,3,0,3
9,9564,53,0,3,0,1
9,9564,53,1,4,0,1
9,9571,53,1,2,0,4
9,9571,53,1,3,0,6
9,9571,53,0,3,0,4
9,9571,53,1,4,0,4
9,9571,53,0,4,0,3
9,9572,53,0,3,0,2
9,9572,53,1,4,0,1
9,9572,53,0,4,0,5
9,9573,53,0,0,0,1
9,9573,53,1,3,0,1
9,9573,53,1,4,0,1
9,9573,53,0,4,0,2
9,9574,53,0,1,0,1
9,9574,53,1,2,0,1
9,9574,53,0,2,0,2
9,9574,53,1,3,0,2
9,9574,53,0,3,0,3
9,9574,53,1,4,0,1
9,9574,53,1,4,0,1
9,9574,53,1,4,1,1
9,9574,53,1,5,0,1
9,9574,53,1,5,1,1
9,9574,53,0,5,0,1
9,9575,53,1,5,0,1
9,9576,53,0,2,0,1
9,9576,53,1,3,0,3
9,9576,53,0,3,0,1
9,9576,53,0,4,0,1
9,9577,53,1,2,0,1
9,9577,53,0,2,0,1
9,9577,53,0,3,0,1
9,9577,53,1,4,0,2
9,9577,53,0,4,0,2
9,9577,53,1,5,0,1
9,9661,53,0,2,0,1
9,9661,53,0,3,0,1
9,9663,53,1,2,0,4
9,9663,53,0,2,0,5
9,9663,53,1,3,0,4
9,9663,53,0,3,0,3
9,9663,53,1,5,0,1
9,9663,53,0,5,0,1
9,9663,53,0,5,1,1
9,9663,53,0,5,0,1
9,9671,53,1,2,0,3
9,9671,53,1,3,0,2
9,9671,53,0,3,0,4
9,9671,53,1,4,0,1
9,9671,53,0,4,0,1
9,9671,53,0,4,1,1
9,9671,53,0,5,0,1
9,9671,53,0,5,1,1
9,9672,53,1,4,0,1
9,9672,53,0,4,0,1
9,9673,53,0,2,0,1
9,9673,53,1,3,0,1
9,9673,53,1,4,0,1
9,9674,53,1,3,0,1
9,9674,53,1,4,0,1
9,9675,53,1,2,0,1
9,9675,53,0,3,0,1
9,9676,53,0,1,0,1
9,9676,53,1,2,0,1
9,9676,53,0,2,0,2
9,9676,53,1,3,0,1
9,9676,53,0,3,0,2
9,9676,53,1,4,0,2
9,9677,53,1,2,0,2
9,9678,53,1,1,0,1
9,9678,53,0,1,0,2
9,9678,53,0,2,0,2
9,9678,53,1,3,0,2
9,9678,53,0,3,0,1
9,9679,53,1,2,0,2
9,9679,53,0,2,0,3
9,9679,53,1,3,0,4
9,9679,53,0,3,0,5
9,9679,53,1,4,0,2
9,9679,53,0,4,0,2
9,9679,53,0,5,0,1
9,9761,53,0,2,0,1
9,9761,53,1,3,0,2
9,9761,53,1,4,0,1
9,9761,53,0,5,0,1
9,9761,53,0,5,0,1
9,9761,53,0,5,1,1
9,9762,53,0,4,0,1
9,9763,53,1,4,0,1
9,9764,53,0,3,0,1
9,9771,53,0,1,0,1
9,9771,53,1,2,0,2
9,9771,53,0,2,0,1
9,9771,53,1,3,0,1
9,9771,53,0,4,0,1
9,9772,53,1,2,0,4
9,9772,53,0,2,0,1
9,9772,53,1,3,0,3
9,9772,53,0,3,0,4
9,9772,53,1,4,0,2
9,9772,53,0,4,0,1
9,9772,53,1,5,0,1
9,9773,53,1,4,0,1
9,9773,53,1,5,0,1
9,9773,53,1,5,1,1
9,9775,53,1,2,0,2
9,9775,53,0,2,0,9
9,9775,53,1,3,0,5
9,9775,53,0,3,0,4
9,9775,53,0,4,0,1
9,9776,53,1,1,0,1
9,9776,53,0,2,0,2
9,9776,53,1,3,0,4
9,9776,53,0,3,0,4
9,9777,53,1,2,0,1
9,9777,53,0,2,0,2
9,9777,53,1,3,0,2
9,9777,53,0,3,0,4
9,9777,53,1,4,0,1
9,9777,53,0,4,0,3
9,9779,53,1,2,0,1
9,9779,53,1,3,0,1
9,9779,53,0,3,0,1
9,9779,53,0,5,0,1
9,9780,53,1,2,0,1
9,9780,53,0,2,0,2
9,9780,53,1,3,0,2
9,9780,53,0,3,0,2
9,9780,53,1,4,0,1
10,10041,53,1,2,0,2
10,10041,53,0,2,0,1
10,10041,53,1,3,0,3
10,10041,53,0,3,0,2
10,10041,53,1,4,0,1
10,10041,53,0,5,0,2
10,10042,53,1,3,0,1
10,10043,53,0,2,0,1
10,10043,53,1,3,0,1
10,10043,53,0,3,0,1
10,10043,53,0,5,0,1
10,10044,53,1,2,0,1
10,10044,53,1,3,0,5
10,10044,53,0,3,0,1
10,10045,53,1,2,0,1
10,10045,53,0,2,0,4
10,10045,53,1,3,0,4
10,10045,53,0,3,0,4
10,10046,53,0,2,0,1
10,10046,53,1,3,0,2
11,11001,53,0,1,0,1
11,11001,53,1,2,0,5
11,11001,53,0,2,0,4
11,11001,53,1,3,0,6
11,11001,53,0,3,0,3
11,11001,53,1,4,0,6
11,11002,53,1,2,0,6
11,11002,53,0,2,0,5
11,11002,53,1,3,0,1
11,11002,53,1,3,1,1
11,11002,53,1,3,0,6
11,11002,53,1,4,0,3
11,11003,53,1,2,0,6
11,11003,53,0,2,0,4
11,11003,53,1,3,0,1
11,11003,53,0,3,0,4
11,11003,53,1,4,0,1
11,11004,53,0,2,0,1
11,11004,53,1,3,0,3
11,11004,53,1,4,0,2
11,11004,53,1,5,0,1
11,11004,53,1,5,1,1
11,11005,53,1,2,0,2
11,11005,53,1,3,0,1
11,11005,53,0,3,0,1
11,11005,53,0,4,0,1
11,11005,53,0,5,0,1
11,11006,53,1,1,0,1
11,11006,53,1,2,0,3
11,11006,53,0,2,0,1
11,11006,53,1,3,0,7
11,11006,53,0,3,0,2
11,11007,53,1,2,0,2
11,11007,53,1,3,0,3
11,11007,53,0,3,0,7
11,11007,53,1,4,0,2
11,11007,53,0,4,0,1
11,11008,53,1,2,0,3
11,11008,53,0,2,0,3
11,11008,53,1,3,0,4
11,11008,53,0,3,0,3
11,11008,53,0,4,0,1
11,11009,53,0,2,0,1
11,11010,53,0,0,0,1
11,11010,53,1,2,0,1
11,11010,53,0,2,0,2
11,11010,53,1,3,0,3
11,11010,53,0,3,0,1
12,12053,53,1,4,0,1
12,12053,53,0,4,0,1
12,12060,53,0,3,0,1
12,12061,53,1,2,0,1
12,12061,53,0,3,0,1
12,12063,53,0,3,0,2
12,12063,53,1,4,0,2
12,12064,53,1,2,0,3
12,12067,53,1,3,0,2
12,12067,53,0,3,0,1
12,12067,53,1,4,0,2
12,12069,53,1,2,0,1
12,12069,53,1,3,0,1
12,12069,53,0,3,0,3
12,12072,53,1,2,0,2
12,12072,53,0,4,0,1
13,13071,53,1,2,0,1
13,13071,53,1,3,0,1
13,13071,53,0,3,0,2
13,13073,53,1,3,0,1
13,13073,53,1,4,0,1
13,13074,53,0,3,0,1
13,13075,53,0,2,0,1
13,13075,53,2,4,0,1
13,13076,53,1,4,0,2
14,14511,53,1,2,0,2
14,14511,53,1,3,0,3
14,14511,53,0,3,0,1
14,14511,53,1,4,0,1
14,14521,53,1,2,0,2
14,14521,53,0,2,0,1
14,14521,53,1,3,0,4
14,14521,53,0,3,0,4
14,14521,53,0,4,0,1
14,14522,53,0,2,0,1
14,14522,53,1,3,0,2
14,14522,53,0,3,0,1
14,14522,53,1,4,0,1
14,14523,53,1,2,0,1
14,14523,53,0,2,0,2
14,14523,53,1,3,0,1
14,14523,53,0,3,0,2
14,14523,53,1,4,0,1
14,14523,53,0,4,0,1
14,14524,53,1,0,0,1
14,14524,53,1,2,0,3
14,14524,53,0,2,0,2
14,14524,53,1,3,0,1
14,14524,53,0,3,0,4
14,14524,53,1,4,0,6
14,14524,53,0,4,0,4
14,14612,53,1,2,0,2
14,14612,53,0,2,0,4
14,14612,53,1,3,0,8
14,14612,53,0,3,0,10
14,14612,53,0,4,0,1
14,14626,53,0,3,0,1
14,14626,53,1,4,0,1
14,14627,53,0,2,0,1
14,14627,53,1,3,0,1
14,14627,53,0,3,0,1
14,14627,53,0,4,0,2
14,14628,53,0,2,0,1
14,14628,53,1,3,0,2
14,14628,53,0,3,0,1
14,14628,53,1,4,0,1
14,14628,53,0,4,0,2
14,14713,53,1,2,0,4
14,14713,53,0,2,0,1
14,14713,53,1,3,0,1
14,14713,53,0,3,0,3
14,14713,53,0,4,0,2
14,14729,53,0,0,0,1
14,14729,53,1,2,0,1
14,14729,53,1,3,0,1
14,14729,53,0,3,0,1
14,14729,53,0,4,0,1
14,14730,53,0,3,0,1
15,15001,53,0,3,0,1
15,15002,53,1,3,0,1
15,15002,53,0,3,0,1
15,15002,53,1,4,0,1
15,15002,53,0,4,0,1
15,15087,53,1,2,0,2
15,15087,53,1,3,0,2
15,15087,53,1,4,0,1
15,15087,53,1,4,1,1
15,15088,53,1,2,0,1
15,15088,53,1,3,0,3
15,15088,53,0,3,0,1
15,15089,53,0,3,0,2
16,16051,53,1,2,0,1
16,16053,53,1,2,0,3
16,16053,53,0,2,0,1
16,16053,53,1,3,0,4
16,16053,53,0,4,0,1
16,16053,53,1,5,0,1
16,16053,53,1,5,1,1
16,16053,53,0,5,0,1
16,16054,53,1,3,0,2
16,16061,53,1,2,0,3
16,16061,53,0,2,0,1
16,16061,53,0,3,0,3
16,16061,53,0,4,0,1
16,16061,53,1,5,0,1
16,16061,53,1,5,1,1
16,16068,53,1,3,0,1
16,16070,53,1,4,0,1
16,16070,53,0,4,0,1
16,16074,53,1,3,0,2
16,16074,53,0,4,0,1
16,16076,53,0,3,0,4
16,16076,53,1,4,0,1
16,16076,53,1,5,0,1
16,16077,53,1,3,0,2
1,1002,54,0,2,0,1
1,1002,54,1,4,0,1
1,1053,54,1,2,0,1
1,1053,54,0,2,0,1
1,1053,54,1,3,0,1
1,1053,54,0,3,0,1
1,1054,54,0,3,0,1
1,1056,54,1,2,0,2
1,1056,54,0,2,0,3
1,1056,54,1,3,0,2
1,1056,54,0,4,0,2
1,1056,54,1,5,0,1
1,1057,54,1,3,0,1
1,1057,54,1,4,0,1
1,1057,54,0,4,0,2
1,1058,54,1,2,0,1
1,1058,54,1,3,0,2
1,1058,54,1,5,0,1
1,1059,54,0,2,0,2
1,1059,54,1,3,0,1
1,1060,54,1,2,0,1
1,1062,54,0,2,0,1
1,1062,54,1,3,0,1
1,1062,54,1,4,0,1
1,1062,54,1,4,1,1
1,1062,54,1,4,0,1
1,1062,54,1,5,0,1
2,2000,54,1,1,0,3
2,2000,54,0,1,0,1
2,2000,54,1,2,0,28
2,2000,54,0,2,0,30
2,2000,54,1,3,0,34
2,2000,54,1,3,0,1
2,2000,54,0,3,0,28
2,2000,54,1,4,0,4
2,2000,54,1,4,0,2
2,2000,54,1,4,1,2
2,2000,54,0,4,0,12
2,2000,54,1,6,0,1
3,3101,54,1,0,0,1
3,3101,54,0,0,0,1
3,3101,54,1,2,0,1
3,3101,54,0,2,0,3
3,3101,54,1,3,0,6
3,3101,54,0,3,0,7
3,3101,54,1,4,0,5
3,3101,54,0,4,0,2
3,3102,54,0,3,0,1
3,3103,54,1,2,0,2
3,3103,54,1,3,0,1
3,3103,54,0,3,0,3
3,3103,54,1,4,0,1
3,3103,54,0,4,0,1
3,3151,54,1,4,0,1
3,3154,54,1,4,0,1
3,3154,54,0,4,0,1
3,3157,54,0,2,0,1
3,3159,54,1,2,0,1
3,3159,54,1,3,0,1
3,3159,54,0,3,0,1
3,3159,54,1,4,0,1
3,3241,54,1,1,0,1
3,3241,54,1,2,0,1
3,3241,54,0,2,0,2
3,3241,54,0,3,0,1
3,3251,54,1,3,0,1
3,3251,54,0,3,0,2
3,3251,54,1,4,0,2
3,3251,54,0,4,0,1
3,3256,54,1,3,0,1
3,3353,54,1,2,0,1
3,3353,54,0,3,0,2
3,3353,54,1,5,0,1
3,3357,54,1,3,0,1
3,3357,54,0,5,0,1
3,3359,54,1,2,0,1
3,3359,54,0,3,0,3
3,3359,54,1,4,0,1
3,3360,54,1,3,0,2
3,3360,54,1,4,0,1
3,3404,54,0,2,0,1
3,3404,54,1,3,0,3
3,3404,54,0,3,0,3
3,3404,54,1,4,0,2
3,3404,54,0,4,0,1
3,3451,54,0,2,0,1
3,3451,54,1,3,0,1
3,3451,54,0,3,0,2
3,3452,54,1,3,0,1
3,3453,54,0,2,0,1
3,3453,54,0,3,0,1
3,3454,54,1,2,0,1
3,3454,54,1,3,0,2
3,3454,54,0,3,0,1
3,3455,54,1,3,0,1
3,3457,54,1,2,0,1
3,3458,54,0,4,0,1
3,3459,54,1,2,0,3
3,3459,54,0,2,0,1
3,3459,54,1,3,0,1
3,3459,54,0,3,0,2
3,3459,54,1,4,0,1
3,3459,54,0,4,0,2
3,3461,54,0,2,0,2
3,3461,54,1,3,0,1
3,3461,54,0,3,0,1
4,4011,54,1,4,0,1
4,4011,54,0,4,0,2
4,4011,54,1,6,0,1
5,5112,54,1,2,0,5
5,5112,54,0,2,0,6
5,5112,54,0,3,0,4
5,5112,54,1,4,0,1
5,5113,54,0,2,0,1
5,5113,54,0,3,0,1
5,5113,54,1,4,0,2
5,5113,54,0,4,0,1
5,5113,54,1,5,0,1
5,5113,54,1,5,1,1
5,5113,54,0,5,0,2
5,5119,54,0,2,0,1
5,5119,54,0,4,0,1
5,5120,54,0,2,0,3
5,5120,54,1,3,0,4
5,5120,54,0,3,0,3
5,5120,54,1,4,0,2
5,5120,54,0,4,0,1
5,5122,54,0,2,0,1
5,5122,54,1,3,0,1
5,5122,54,0,3,0,2
5,5124,54,1,2,0,2
5,5124,54,0,2,0,1
5,5124,54,1,3,0,1
5,5124,54,1,3,1,1
5,5124,54,1,3,0,6
5,5124,54,0,3,0,6
5,5124,54,1,4,0,1
5,5124,54,0,4,0,1
5,5124,54,0,5,0,1
5,5158,54,1,2,0,1
5,5158,54,1,3,0,4
5,5158,54,0,3,0,4
5,5158,54,0,6,0,1
5,5162,54,1,2,0,2
5,5162,54,0,2,0,2
5,5162,54,1,3,0,3
5,5162,54,0,3,0,3
5,5162,54,0,4,0,2
5,5162,54,1,5,0,1
5,5162,54,1,5,1,1
5,5162,54,0,5,0,4
5,5166,54,1,2,0,1
5,5166,54,1,4,0,1
5,5166,54,0,4,0,1
5,5170,54,0,2,0,1
5,5314,54,1,2,0,6
5,5314,54,0,2,0,2
5,5314,54,1,3,0,2
5,5314,54,0,3,0,2
5,5314,54,1,4,0,1
5,5314,54,0,4,0,5
5,5314,54,0,5,0,1
5,5314,54,0,5,1,1
5,5315,54,1,2,0,10
5,5315,54,0,2,0,9
5,5315,54,1,3,0,10
5,5315,54,0,3,0,11
5,5315,54,1,4,0,3
5,5315,54,1,5,0,1
5,5315,54,1,5,1,1
5,5315,54,1,5,0,1
5,5315,54,1,5,1,1
5,5315,54,1,5,0,1
5,5315,54,0,5,0,1
5,5334,54,0,2,0,1
5,5334,54,1,3,0,10
5,5334,54,1,3,0,1
5,5334,54,0,3,0,3
5,5334,54,0,4,0,1
5,5334,54,1,5,0,1
5,5334,54,0,5,0,1
5,5358,54,1,2,0,4
5,5358,54,0,2,0,1
5,5358,54,1,3,0,2
5,5358,54,0,3,0,3
5,5358,54,1,4,0,4
5,5358,54,1,5,0,1
5,5358,54,0,5,0,1
5,5358,54,0,5,1,1
5,5362,54,1,3,0,2
5,5362,54,0,5,0,1
5,5366,54,1,3,0,2
5,5366,54,1,4,0,1
5,5366,54,1,4,1,1
5,5370,54,1,2,0,1
5,5370,54,0,2,0,2
5,5370,54,1,3,0,2
5,5370,54,0,3,0,6
5,5370,54,1,4,0,8
5,5370,54,1,4,0,1
5,5370,54,1,4,1,1
5,5370,54,0,4,0,3
5,5370,54,0,4,0,1
5,5370,54,0,4,1,1
5,5370,54,1,5,0,1
5,5370,54,0,5,0,2
5,5370,54,0,5,0,2
5,5370,54,0,5,1,2
5,5374,54,1,0,0,1
5,5374,54,1,2,0,6
5,5374,54,1,3,0,11
5,5374,54,0,3,0,4
5,5374,54,1,4,0,1
5,5374,54,0,4,0,1
5,5378,54,1,2,0,4
5,5378,54,0,2,0,2
5,5378,54,1,3,0,11
5,5378,54,0,3,0,7
5,5378,54,1,4,0,1
5,5378,54,0,4,0,1
5,5378,54,1,5,0,1
5,5378,54,0,5,0,1
5,5378,54,0,5,0,1
5,5378,54,0,5,1,1
5,5515,54,1,2,0,2
5,5515,54,0,2,0,7
5,5515,54,1,3,0,6
5,5515,54,0,3,0,4
5,5515,54,1,4,0,1
5,5515,54,0,4,0,3
5,5554,54,1,1,0,1
5,5554,54,0,1,0,1
5,5554,54,0,2,0,1
5,5554,54,1,3,0,5
5,5554,54,0,3,0,1
5,5554,54,1,4,0,1
5,5554,54,0,4,0,1
5,5558,54,1,3,0,3
5,5558,54,0,3,0,1
5,5562,54,1,2,0,1
5,5562,54,1,3,0,1
5,5562,54,0,3,0,2
5,5562,54,1,4,0,1
5,5570,54,1,2,0,2
5,5570,54,1,4,0,1
5,5711,54,1,4,0,1
5,5711,54,0,5,0,1
5,5754,54,1,3,0,1
5,5754,54,0,3,0,2
5,5766,54,1,1,0,2
5,5766,54,1,2,0,1
5,5766,54,0,2,0,1
5,5766,54,1,3,0,3
5,5766,54,0,3,0,3
5,5766,54,0,4,0,1
5,5766,54,1,5,0,1
5,5770,54,1,2,0,1
5,5770,54,0,3,0,2
5,5770,54,0,4,0,2
5,5911,54,1,2,0,4
5,5911,54,0,2,0,1
5,5911,54,1,3,0,4
5,5911,54,0,3,0,4
5,5911,54,1,4,0,3
5,5911,54,0,4,0,2
5,5914,54,1,2,0,1
5,5914,54,1,3,0,2
5,5914,54,1,4,0,1
5,5914,54,0,5,0,1
5,5915,54,1,2,0,4
5,5915,54,1,3,0,4
5,5915,54,0,3,0,7
5,5915,54,1,4,0,3
5,5954,54,1,1,0,1
5,5954,54,1,2,0,1
5,5954,54,0,2,0,1
5,5954,54,1,3,0,1
5,5954,54,0,3,0,1
5,5958,54,1,1,0,1
5,5958,54,0,2,0,1
5,5958,54,1,3,0,8
5,5958,54,0,3,0,3
5,5958,54,1,4,0,1
5,5958,54,0,4,0,1
5,5962,54,1,3,0,2
5,5962,54,0,3,0,1
5,5962,54,1,4,0,2
5,5962,54,0,4,0,1
5,5962,54,0,5,0,1
5,5970,54,1,2,0,1
5,5970,54,1,3,0,1
5,5970,54,0,3,0,3
5,5970,54,1,4,0,1
5,5970,54,0,4,0,1
5,5974,54,1,3,0,1
5,5974,54,0,3,0,2
5,5974,54,0,4,0,1
5,5978,54,1,2,0,1
5,5978,54,0,2,0,1
5,5978,54,1,3,0,2
6,6412,54,1,2,0,1
6,6412,54,1,3,0,2
6,6412,54,0,4,0,1
6,6413,54,1,5,0,1
6,6413,54,1,5,1,1
6,6432,54,1,4,0,2
6,6433,54,1,2,0,2
6,6433,54,0,2,0,2
6,6433,54,1,3,0,5
6,6433,54,0,3,0,3
6,6433,54,0,4,0,1
6,6434,54,1,4,0,1
6,6434,54,1,5,0,1
6,6435,54,1,2,0,1
6,6435,54,1,3,0,1
6,6437,54,1,4,0,1
6,6438,54,1,2,0,1
6,6438,54,0,2,0,1
6,6438,54,0,3,0,2
6,6438,54,1,4,0,2
6,6438,54,1,5,0,1
6,6438,54,0,5,0,1
6,6439,54,1,3,0,1
6,6439,54,0,3,0,1
6,6439,54,1,4,0,1
6,6439,54,0,4,0,1
6,6440,54,1,3,0,1
6,6531,54,1,2,0,1
6,6534,54,0,2,0,1
6,6534,54,0,3,0,5
6,6534,54,1,4,0,2
6,6535,54,0,2,0,1
6,6535,54,0,3,0,1
6,6632,54,0,3,0,1
6,6633,54,1,3,0,3
6,6633,54,0,3,0,1
6,6633,54,0,4,0,1
6,6634,54,1,3,0,3
6,6634,54,1,4,0,1
6,6636,54,1,4,0,1
7,7111,54,0,2,0,1
7,7111,54,1,3,0,1
7,7111,54,0,3,0,3
7,7111,54,1,4,0,2
7,7111,54,0,5,0,1
7,7131,54,0,4,0,1
7,7134,54,1,2,0,1
7,7134,54,0,3,0,1
7,7137,54,0,2,0,2
7,7137,54,1,3,0,2
7,7137,54,0,3,0,2
7,7137,54,1,4,0,2
7,7137,54,0,4,0,1
7,7137,54,1,5,0,1
7,7137,54,1,6,0,1
7,7138,54,1,2,0,3
7,7138,54,0,2,0,1
7,7138,54,1,3,0,3
7,7138,54,0,3,0,3
7,7138,54,1,4,0,1
7,7138,54,1,5,0,1
7,7138,54,1,5,1,1
7,7138,54,1,6,0,1
7,7140,54,0,3,0,1
7,7141,54,1,2,0,1
7,7141,54,0,4,0,1
7,7141,54,1,5,0,1
7,7143,54,1,2,0,3
7,7143,54,1,3,0,2
7,7143,54,0,3,0,5
7,7143,54,0,4,0,3
7,7211,54,1,2,0,2
7,7211,54,1,3,0,1
7,7211,54,0,3,0,1
7,7231,54,0,3,0,1
7,7231,54,1,4,0,1
7,7232,54,1,3,0,1
